"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","University of Guelph, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1611880642","129.348.1.1.1.1.3.2","66","","","","0"
"2022/2023","University of Guelph, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1611880643","129.348.1.1.1.1.3.3","51","","","","0"
"2022/2023","University of Guelph, Ontario","","Social sciences [45.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1611880644","129.348.1.1.1.1.3.4","12","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1611884766","129.392.1.1.1.1.2.2","114","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1611884767","129.392.1.1.1.1.2.3","309","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1611884768","129.392.1.1.1.1.2.4","24","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1611884770","129.392.1.1.1.1.3.2","3","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1611884771","129.392.1.1.1.1.3.3","12","","","","0"
"2022/2023","University of Guelph, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1611884772","129.392.1.1.1.1.3.4","0","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1611887126","129.404.1.1.1.1.2.2","105","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1611887127","129.404.1.1.1.1.2.3","201","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1611887128","129.404.1.1.1.1.2.4","12","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1611887130","129.404.1.1.1.1.3.2","12","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1611887131","129.404.1.1.1.1.3.3","6","","","","0"
"2022/2023","University of Guelph, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1611887132","129.404.1.1.1.1.3.4","0","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1611888634","129.436.1.1.1.1.2.2","2895","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1611888635","129.436.1.1.1.1.2.3","1665","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1611888636","129.436.1.1.1.1.2.4","93","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1611888638","129.436.1.1.1.1.3.2","138","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1611888639","129.436.1.1.1.1.3.3","138","","","","0"
"2022/2023","University of Guelph, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1611888640","129.436.1.1.1.1.3.4","30","","","","0"
"2022/2023","University of Guelph, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1611892834","129.462.1.1.1.1.2.2","126","","","","0"
"2022/2023","University of Guelph, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1611892835","129.462.1.1.1.1.2.3","141","","","","0"
"2022/2023","University of Guelph, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1611892836","129.462.1.1.1.1.2.4","15","","","","0"
"2022/2023","University of Guelph, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1611892838","129.462.1.1.1.1.3.2","3","","","","0"
"2022/2023","University of Guelph, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1611892839","129.462.1.1.1.1.3.3","0","","","","0"
